background,color,rgb,hue(rgb),sat,val/lum,hue(ryb),L,"a,b",grayscale color,lab  gray color,val grey
,#117746,"(17, 119, 70)",151.2,86/75,47/27,193,43.83,"-37.79,18.88",#535353(6),686868(12),77(16)
